chrom,TSS,gene_id,Gene name,Gene description,UTR5LEN_log10zscore,CDSLEN_log10zscore,INTRONLEN_log10zscore,UTR3LEN_log10zscore,UTR5GC,CDSGC,UTR3GC,ORFEXONDENSITY
3,45943463,ENSG00000172215,CXCR6,C-X-C motif chemokine receptor 6 [Source:HGNC Symbol;Acc:HGNC:16647],1.492932162870929,-0.3478987692969099,-3.274060075925596,-0.2709790322938707,0.489,0.499,0.439,0.98
20,50190829,ENSG00000172216,CEBPB,CCAAT/enhancer binding protein beta [Source:HGNC Symbol;Acc:HGNC:1834],0.5116582704665006,-0.3360438338403669,-3.274060075925596,0.071741665884503,0.737,0.735,0.502,0.97
19,827836,ENSG00000172232,AZU1,azurocidin 1 [Source:HGNC Symbol;Acc:HGNC:913],-1.5835565902740754,-0.7751124226705185,-0.585421853695421,-0.673656225018738,0.909,0.6609999999999999,0.73,6.68
16,1240705,ENSG00000172236,TPSAB1,tryptase alpha/beta 1 [Source:HGNC Symbol;Acc:HGNC:12019],0.2410747197316171,-0.6162016503376218,-1.382178507353973,-0.2693707817784378,0.675,0.654,0.631,5.95
4,93828752,ENSG00000172238,ATOH1,atonal bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:797],0.1734620493374389,-0.3010883941486809,-3.274060075925596,0.3001999959870821,0.557,0.6409999999999999,0.3879999999999999,0.94
5,43557076,ENSG00000172239,PAIP1,poly(A) binding protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16945],0.3548316248267808,0.099853777887947,0.306171459688962,0.3660303265278593,0.768,0.476,0.296,7.71
12,10130165,ENSG00000172243,CLEC7A,C-type lectin domain family 7 member A [Source:HGNC Symbol;Acc:HGNC:14558],0.1015646419168034,-0.7988866934925297,-0.08704855802038,-0.4242186352397921,0.38,0.413,0.308,8.16
5,43515147,ENSG00000172244,C5orf34,chromosome 5 open reading frame 34 [Source:HGNC Symbol;Acc:HGNC:24738],0.6500173788838982,0.4904586896586616,0.2739617706868799,-0.4628050648134433,0.516,0.379,0.252,6.31
11,47594410,ENSG00000172247,C1QTNF4,C1q and tumor necrosis factor related protein 4 [Source:HGNC Symbol;Acc:HGNC:14346],0.8477981294431823,-0.4005024629089166,-0.5786420080084804,-0.6192898757906409,0.7040000000000001,0.713,0.764,1.01
1,72282497,ENSG00000172260,NEGR1,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:HGNC:17302],0.3732058392433028,-0.3087787803956827,1.735885995644238,1.542511025727501,0.508,0.479,0.358,6.64
5,43120913,ENSG00000172262,ZNF131,zinc finger protein 131 [Source:HGNC Symbol;Acc:HGNC:12915],-0.8311376857653645,0.4623626868328916,0.5606559987009622,-0.6257727339310979,0.75,0.4270000000000001,0.348,3.22
20,13995515,ENSG00000172264,MACROD2,MACRO domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16126],0.6822234624795039,-0.0701329104435822,2.0908645514823982,0.9177096473549974,0.6990000000000001,0.431,0.392,13.51
11,119101852,ENSG00000172269,DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:2995],1.528674636730914,-0.1172963459254654,-0.1866799339215074,-0.0400137042154021,0.679,0.511,0.465,7.41
19,572595,ENSG00000172270,BSG,basigin (Ok blood group) [Source:HGNC Symbol;Acc:HGNC:1116],-0.3944036357054117,-0.1953988039771844,-0.167948174920384,0.1658263693566231,0.643,0.648,0.595,6.97
11,119121579,ENSG00000172273,HINFP,histone H4 transcription factor [Source:HGNC Symbol;Acc:HGNC:17850],-0.4704906440084506,0.2059105794313843,-0.0713922469900145,0.5331616771293538,0.619,0.5479999999999999,0.481,5.84
11,59713845,ENSG00000172289,OR10V1,olfactory receptor family 10 subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:15136],-4.437445877045682,-0.4856384103622299,-3.4810156543642323,-4.315968592048518,0.0,0.478,0.0,1.08
2,168456283,ENSG00000172292,CERS6,ceramide synthase 6 [Source:HGNC Symbol;Acc:HGNC:23826],0.2599964834673845,-0.1742829655496778,1.3077434131233043,1.1688199726320714,0.785,0.471,0.371,9.44
20,13008971,ENSG00000172296,SPTLC3,serine palmitoyltransferase long chain base subunit 3 [Source:HGNC Symbol;Acc:HGNC:16253],0.455423008257678,0.2927722170920225,1.0140497394759935,1.0400822944267136,0.456,0.4589999999999999,0.377,7.3
17,31859234,ENSG00000172301,COPRS,coordinator of PRMT5 and differentiation stimulator [Source:HGNC Symbol;Acc:HGNC:28848],0.0292817154107233,-1.196996385756627,-0.3007130267070402,-0.3362499201822312,0.797,0.5710000000000001,0.451,7.3
20,46689433,ENSG00000172315,TP53RK,TP53 regulating kinase [Source:HGNC Symbol;Acc:HGNC:16197],0.6332626811624317,-0.7588941004709573,-0.8115810547828693,0.7518482816937919,0.595,0.575,0.389,2.64
2,167868948,ENSG00000172318,B3GALT1,"beta-1,3-galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:916]",-0.2234820384487739,-0.4129371097437213,-3.274060075925596,1.0138895273122168,0.37,0.444,0.38,1.02
11,59436469,ENSG00000172320,OR5A1,olfactory receptor family 5 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8319],0.6884681816760205,-0.459531810566318,-0.3142034433110698,1.311259436331271,0.43,0.513,0.38,1.06
12,9971413,ENSG00000172322,CLEC12A,C-type lectin domain family 12 member A [Source:HGNC Symbol;Acc:HGNC:31713],-0.908294084897303,-0.6538035135802941,0.372061587703439,0.0301482718782296,0.419,0.389,0.418,8.56
11,59426412,ENSG00000172324,OR5A2,olfactory receptor family 5 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:15249],2.025260164872175,-0.4212906685268544,-3.274060075925596,1.1244666392302896,0.401,0.474,0.381,1.03
7,134646853,ENSG00000172331,BPGM,bisphosphoglycerate mutase [Source:HGNC Symbol;Acc:HGNC:1093],0.811965165952072,-0.7270279592824304,0.3469954688605979,0.1902231455528112,0.4970000000000001,0.4639999999999999,0.373,2.58
7,100706120,ENSG00000172336,POP7,"POP7 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:19949]",0.425263562388834,-1.5609291320924574,-1.349904796742065,-0.4007418507566379,0.7140000000000001,0.6,0.5,2.39
1,95072916,ENSG00000172339,ALG14,"ALG14, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:28287]",-0.6446870742063546,-0.978111451749925,0.7870663136587198,1.400165195502813,0.66,0.478,0.414,6.21
3,67654601,ENSG00000172340,SUCLG2,succinate-CoA ligase GDP-forming beta subunit [Source:HGNC Symbol;Acc:HGNC:11450],-1.0719741539313192,-0.0162414363571105,1.281060736049016,-0.5820559364655098,0.542,0.457,0.314,8.4
15,81324138,ENSG00000172345,STARD5,StAR related lipid transfer domain containing 5 [Source:HGNC Symbol;Acc:HGNC:18065],-1.0206269900837162,-1.0014727493742095,-0.1138088045273381,1.036149600850888,0.6920000000000001,0.534,0.483,9.48
22,41561121,ENSG00000172346,CSDC2,cold shock domain containing C2 [Source:HGNC Symbol;Acc:HGNC:30359],0.8793907120292859,-1.4461915226037467,-0.0091688900087334,0.6015076984002875,0.634,0.6409999999999999,0.6459999999999999,6.58
6,46325650,ENSG00000172348,RCAN2,regulator of calcineurin 2 [Source:HGNC Symbol;Acc:HGNC:3041],0.2313921931573146,-0.8174624664438688,1.2434060786554386,0.7549974944619733,0.818,0.507,0.382,5.52
15,81296987,ENSG00000172349,IL16,interleukin 16 [Source:HGNC Symbol;Acc:HGNC:5980],0.6229875392452674,1.490099037622365,0.8650710005974593,1.148951848666097,0.581,0.5539999999999999,0.486,4.53
11,119149051,ENSG00000172350,ABCG4,ATP binding cassette subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:13884],0.6298565692005885,0.506054654522614,-0.1305463712707369,0.5334869480273425,0.772,0.581,0.58,7.28
7,100673797,ENSG00000172354,GNB2,G protein subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:4398],0.8042849422442656,-0.3665482565034914,-0.5269492260946262,-0.182577972120537,0.741,0.609,0.614,8.9
18,50266494,ENSG00000172361,CFAP53,cilia and flagella associated protein 53 [Source:HGNC Symbol;Acc:HGNC:26530],-0.0682255697408895,0.1988566867689717,0.4268324578859905,-0.5282205704390555,0.703,0.4529999999999999,0.303,5.22
11,58442758,ENSG00000172362,OR5B12,olfactory receptor family 5 subfamily B member 12 [Source:HGNC Symbol;Acc:HGNC:15432],1.0635010465055936,-0.4638481604243583,-0.8170694678852941,-0.7147647425104648,0.365,0.439,0.315,1.06
11,58428121,ENSG00000172365,OR5B2,olfactory receptor family 5 subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:8323],0.2081920100085353,-0.4856384103622299,-0.4380779945793249,0.3470759981581451,0.446,0.4589999999999999,0.337,1.08
16,641832,ENSG00000172366,MCRIP2,MAPK regulated corepressor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:14142],0.1910708149372643,-1.3908407916152763,-0.3543847300175834,-0.3200078466484709,0.81,0.6729999999999999,0.648,10.53
11,119185474,ENSG00000172367,PDZD3,PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19891],0.8850681120197469,0.3421793019280482,-0.8432935904094057,0.1562773893625808,0.528,0.626,0.505,4.69
11,119107343,ENSG00000172375,C2CD2L,C2CD2 like [Source:HGNC Symbol;Acc:HGNC:29000],0.6229875392452674,0.6292708484122449,-0.3074683712832719,0.7303337805844655,0.769,0.618,0.483,6.64
11,58125530,ENSG00000172377,OR9I1,olfactory receptor family 9 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:14718],0.8017035230781634,-0.4638481604243583,-0.3626718902049284,0.5978018510060369,0.391,0.491,0.38,1.06
15,80404404,ENSG00000172379,ARNT2,aryl hydrocarbon receptor nuclear translocator 2 [Source:HGNC Symbol;Acc:HGNC:16876],0.1404447024267904,0.645266929077553,1.0949936355642331,1.040438291242605,0.8240000000000001,0.544,0.515,8.91
1,67833390,ENSG00000172380,GNG12,G protein subunit gamma 12 [Source:HGNC Symbol;Acc:HGNC:19663],0.2537533404509026,-2.471840348924874,0.9360105548872923,1.009367222870797,0.585,0.434,0.365,9.35
16,2720223,ENSG00000172382,PRSS27,"protease, serine 27 [Source:HGNC Symbol;Acc:HGNC:15475]",-0.5457334523060625,-0.5796142712842195,-0.2903766646929398,-0.4919434179329756,0.745,0.643,0.574,6.94
4,119135848,ENSG00000172399,MYOZ2,myozenin 2 [Source:HGNC Symbol;Acc:HGNC:1330],0.2961869011795708,-0.7061923788597368,0.5416649888739893,0.5469617031194799,0.474,0.428,0.295,6.35
4,119027358,ENSG00000172403,SYNPO2,synaptopodin 2 [Source:HGNC Symbol;Acc:HGNC:17732],0.2474465232813882,1.4211654033821546,1.0431514638239494,0.9164968035294822,0.633,0.516,0.3339999999999999,1.32
22,40862076,ENSG00000172404,DNAJB7,DnaJ heat shock protein family (Hsp40) member B7 [Source:HGNC Symbol;Acc:HGNC:24986],0.0016091760036681,-0.4856384103622299,-3.274060075925596,0.5233043843685795,0.439,0.375,0.355,1.08
11,57657761,ENSG00000172409,CLP1,cleavage and polyadenylation factor I subunit 1 [Source:HGNC Symbol;Acc:HGNC:16999],-0.5572706911287197,-0.0203916835883331,-0.6143822433790914,-0.1312466418322588,0.481,0.516,0.387,2.3
1,66801256,ENSG00000172410,INSL5,insulin like 5 [Source:HGNC Symbol;Acc:HGNC:6088],-0.8311376857653645,-1.6137189044141145,-0.650663417243642,-0.3417826834599594,0.371,0.475,0.353,4.96
17,62370218,ENSG00000172421,EFCAB3,EF-hand calcium binding domain 3 [Source:HGNC Symbol;Acc:HGNC:26379],-0.3855187405700653,0.1299488144666177,0.4988637862813526,-0.6423553283345184,0.4370000000000001,0.395,0.273,8.23
11,118527474,ENSG00000172425,TTC36,tetratricopeptide repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:33708],-1.0993404806874092,-1.1579734891834872,-0.643033104255632,-0.3253637781542358,0.478,0.66,0.765,5.32
6,43645072,ENSG00000172426,RSPH9,radial spoke head 9 homolog [Source:HGNC Symbol;Acc:HGNC:21057],-0.5690272821830077,-0.5062967836123009,0.2580115905713663,0.5541905033921286,0.679,0.569,0.56,6.58
2,240136302,ENSG00000172428,COPS9,COP9 signalosome subunit 9 [Source:HGNC Symbol;Acc:HGNC:21314],-4.437445877045682,-0.7696847367415197,-0.1648069385176539,-4.315968592048518,0.0,0.573,0.0,6.66
6,43629263,ENSG00000172432,GTPBP2,GTP binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4670],0.0853012965741414,0.1970874660098137,-0.4974487262385543,0.3763584761964461,0.0,0.579,0.503,6.53
1,59297093,ENSG00000172456,FGGY,FGGY carbohydrate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:25610],0.2048054842213297,0.3453570808539441,1.4724064321579624,-0.6772575203781371,0.647,0.498,0.3929999999999999,9.36
11,56748697,ENSG00000172457,OR9G4,olfactory receptor family 9 subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:15322],-0.4604518186167392,-0.4725222928442741,-0.4213677006461887,0.5520014163449223,0.547,0.452,0.33,1.07
13,20703698,ENSG00000172458,IL17D,interleukin 17D [Source:HGNC Symbol;Acc:HGNC:5984],-0.1292262312911589,-1.0650629350276182,0.1195468732652573,0.3816640079696252,0.639,0.7390000000000001,0.484,3.31
11,56663662,ENSG00000172459,OR5AR1,olfactory receptor family 5 subfamily AR member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15260],-1.0719741539313192,-0.481252261711777,-3.274060075925596,-1.0363214737372588,0.5,0.4679999999999999,0.319,1.08
6,96015973,ENSG00000172461,FUT9,fucosyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4020],0.5593871055098951,-0.2820510801414007,1.0945511385665343,1.5368422690921877,0.607,0.406,0.332,0.93
11,56642471,ENSG00000172464,OR5AP2,olfactory receptor family 5 subfamily AP member 2 [Source:HGNC Symbol;Acc:HGNC:15258],-0.8880838526781296,-0.455229154734644,-3.274060075925596,-1.6021033881369873,0.375,0.436,0.391,1.06
X,103628974,ENSG00000172465,TCEAL1,transcription elongation factor A like 1 [Source:HGNC Symbol;Acc:HGNC:11616],0.2215556432789428,-1.387989243086604,-1.0674093642491311,-1.1906402318242393,0.555,0.527,0.298,2.1
18,35344419,ENSG00000172466,ZNF24,zinc finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13032],0.1910708149372643,-0.250904295496694,-0.338639558628218,1.1254692894547225,0.539,0.461,0.353,2.72
6,95577542,ENSG00000172469,MANEA,mannosidase endo-alpha [Source:HGNC Symbol;Acc:HGNC:21072],0.0063081200672098,0.0573514582166806,0.29570975927042,0.875231887815675,0.522,0.3829999999999999,0.2789999999999999,2.89
X,103502881,ENSG00000172476,RAB40A,"RAB40A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18283]",1.7221313342032578,-0.6340551343373888,-3.274060075925596,-0.5702332003936548,0.4970000000000001,0.574,0.3379999999999999,1.2
2,240896155,ENSG00000172478,C2orf54,chromosome 2 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:26216],0.1174111993334402,0.0114453648137916,-0.2369970453393048,-0.1373836648468955,0.642,0.6579999999999999,0.5660000000000001,3.74
2,240868823,ENSG00000172482,AGXT,alanine-glyoxylate aminotransferase [Source:HGNC Symbol;Acc:HGNC:341],0.6695415914373848,-0.1742829655496778,-0.1760485303268071,-0.2940520474563218,0.602,0.627,0.625,9.44
11,56354291,ENSG00000172487,OR8J1,olfactory receptor family 8 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:14855],-0.5572706911287197,-0.455229154734644,-0.3413751377336578,-0.2693707817784378,0.418,0.41,0.299,1.06
11,56252200,ENSG00000172489,OR5T3,olfactory receptor family 5 subfamily T member 3 [Source:HGNC Symbol;Acc:HGNC:15297],-4.437445877045682,-0.3558600248012433,-3.4810156543642323,-4.315968592048518,0.0,0.3879999999999999,0.0,0.98
4,86935010,ENSG00000172493,AFF1,AF4/FMR2 family member 1 [Source:HGNC Symbol;Acc:HGNC:7135],0.455423008257678,1.3684639662478064,1.116097374304963,1.157764404201134,0.7020000000000001,0.523,0.384,5.5
5,81394131,ENSG00000172497,ACOT12,acyl-CoA thioesterase 12 [Source:HGNC Symbol;Acc:HGNC:24436],-0.9508110368262512,0.2977125272624947,0.6364297018040955,-0.1614124709768418,0.7929999999999999,0.467,0.3389999999999999,9.09
11,65888470,ENSG00000172500,FIBP,FGF1 intracellular binding protein [Source:HGNC Symbol;Acc:HGNC:3705],-0.0952096965083121,-0.2745103546780047,-0.5754166579342201,-1.1709610586688328,0.77,0.573,0.5660000000000001,9.24
11,67415677,ENSG00000172508,CARNS1,carnosine synthase 1 [Source:HGNC Symbol;Acc:HGNC:29268],-0.0897178481275559,1.034608948969457,-0.3663921663597496,0.315981870199404,0.614,0.6729999999999999,0.564,3.17
19,15793951,ENSG00000172519,OR10H5,olfactory receptor family 10 subfamily H member 5 [Source:HGNC Symbol;Acc:HGNC:15389],-0.1840396773285837,-0.459531810566318,-3.274060075925596,-0.9242862476400648,0.642,0.583,0.466,1.06
16,87951433,ENSG00000172530,BANP,BTG3 associated nuclear protein [Source:HGNC Symbol;Acc:HGNC:13450],0.3191882720294626,0.2076683348204684,0.8544814860069196,0.1025505636897333,0.525,0.609,0.54,8.42
11,67401824,ENSG00000172531,PPP1CA,protein phosphatase 1 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9281],-1.5835565902740754,-0.3598582469795006,-0.7457613386158637,-0.2117828425208452,1.0,0.575,0.594,6.89
X,153971817,ENSG00000172534,HCFC1,host cell factor C1 [Source:HGNC Symbol;Acc:HGNC:4839],0.59652693962352,2.096008070052327,0.0537397244516887,0.6063129512211393,0.625,0.628,0.545,4.18
10,49134008,ENSG00000172538,FAM170B,family with sequence similarity 170 member B [Source:HGNC Symbol;Acc:HGNC:19736],-0.2372090852036302,-0.6065615482817043,-0.9223899139605232,-0.0780460991818687,0.6,0.622,0.512,2.36
11,65879836,ENSG00000172543,CTSW,cathepsin W [Source:HGNC Symbol;Acc:HGNC:2546],-0.6582485401582,-0.2301258323895166,-0.6750601834284967,-0.7427908739778396,0.674,0.59,0.569,8.94
5,157460212,ENSG00000172548,NIPAL4,NIPA like domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28018],-0.0788783407323374,0.0671287046627196,-0.0667862564843316,0.5975156511335719,0.741,0.5720000000000001,0.488,4.31
12,54854515,ENSG00000172551,MUCL1,mucin like 1 [Source:HGNC Symbol;Acc:HGNC:30588],-0.6582485401582,-2.176964036945112,-0.5716034704592238,-0.6389947631314935,0.478,0.524,0.3379999999999999,15.04
2,950885,ENSG00000172554,SNTG2,syntrophin gamma 2 [Source:HGNC Symbol;Acc:HGNC:13741],-0.0127057702445561,0.2559826958572615,1.426146871533985,-0.6808847993341661,0.845,0.5329999999999999,0.309,10.62
5,157345673,ENSG00000172568,FNDC9,fibronectin type III domain containing 9 [Source:HGNC Symbol;Acc:HGNC:33547],0.218241712179298,-0.9224203981136644,-0.7909466609473061,0.4310533004239053,0.505,0.573,0.412,1.49
12,20369695,ENSG00000172572,PDE3A,phosphodiesterase 3A [Source:HGNC Symbol;Acc:HGNC:8778],-0.7465280561230806,1.2809893283494933,1.3017468373784478,1.024898121162784,0.6,0.521,0.351,4.7
15,38564804,ENSG00000172575,RASGRP1,RAS guanyl releasing protein 1 [Source:HGNC Symbol;Acc:HGNC:9878],-0.2656126112354705,0.8757727663341218,0.7004692280950656,-1.0007018581301392,0.5579999999999999,0.498,0.392,6.73
3,183555705,ENSG00000172578,KLHL6,kelch like family member 6 [Source:HGNC Symbol;Acc:HGNC:18653],-0.813264243181068,0.4572576195743646,0.6350881023281021,1.0587255256418515,0.667,0.5429999999999999,0.444,3.77
10,73782049,ENSG00000172586,CHCHD1,coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23518],-1.4718342078087765,-1.8010279958997266,-1.192676159838288,-0.0715041892757833,0.615,0.5489999999999999,0.3979999999999999,8.55
6,122789257,ENSG00000172594,SMPDL3A,sphingomyelin phosphodiesterase acid like 3A [Source:HGNC Symbol;Acc:HGNC:17389],0.1840873633807835,0.0265861440642932,0.1379429430971571,-0.2725924440842445,0.65,0.416,0.26,5.92
12,48865869,ENSG00000172602,RND1,Rho family GTPase 1 [Source:HGNC Symbol;Acc:HGNC:18314],-0.0031257480736975,-0.8825938398208303,-0.2659592223719655,0.2327803807311621,0.611,0.531,0.555,7.24
11,67391993,ENSG00000172613,RAD9A,RAD9 checkpoint clamp component A [Source:HGNC Symbol;Acc:HGNC:9827],-0.2167311191808312,-0.1777795195162459,-0.4681815939439744,0.2321886449255658,0.7959999999999999,0.613,0.5760000000000001,9.47
11,65872770,ENSG00000172638,EFEMP2,EGF containing fibulin like extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3219],0.3467866970072461,-0.0059210457835449,-0.459957152470936,-0.0650463139359813,0.823,0.61,0.588,7.58
12,48203387,ENSG00000172640,OR10AD1,olfactory receptor family 10 subfamily AD member 1 [Source:HGNC Symbol;Acc:HGNC:14819],-0.2034464393514374,-0.4509401063128867,-3.274060075925596,-0.3723653490255463,0.505,0.512,0.48,1.05
10,73730493,ENSG00000172650,AGAP5,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 5 [Source:HGNC Symbol;Acc:HGNC:23467]",0.6961864304417829,0.5920784998789744,0.1880301755678808,-0.2693707817784378,0.629,0.5329999999999999,0.322,3.9
10,45727265,ENSG00000172661,WASHC2C,WASH complex subunit 2C [Source:HGNC Symbol;Acc:HGNC:23414],-0.2953838507547258,1.4958866083271638,0.6298140983240713,0.0230183713812725,0.7559999999999999,0.483,0.3939999999999999,7.77
11,67469244,ENSG00000172663,TMEM134,transmembrane protein 134 [Source:HGNC Symbol;Acc:HGNC:26142],-0.7156798617037503,-1.124725906203369,-0.5032252679396856,0.8502341872929388,0.857,0.643,0.511,12.11
3,179071804,ENSG00000172667,ZMAT3,zinc finger matrin-type 3 [Source:HGNC Symbol;Acc:HGNC:29983],1.0719133387079494,-0.5827568887965446,0.5087865106282558,1.3466683231190557,0.655,0.513,0.357,5.8
10,45672749,ENSG00000172671,ZFAND4,zinc finger AN1-type containing 4 [Source:HGNC Symbol;Acc:HGNC:23504],0.3049129828989692,0.6704745871789527,0.5748597468836791,0.2268314451193373,0.477,0.42,0.309,4.14
6,127901057,ENSG00000172673,THEMIS,thymocyte selection associated [Source:HGNC Symbol;Acc:HGNC:21569],0.0426670445837653,0.5807856585366269,1.0991157217635086,0.0585348336724817,0.532,0.4379999999999999,0.326,3.44
8,56113982,ENSG00000172680,MOS,"MOS proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:7199]",-4.437445877045682,-0.3321151057725366,-3.4810156543642323,-4.315968592048518,0.0,0.61,0.0,0.96
19,21358999,ENSG00000172687,ZNF738,zinc finger protein 738 [Source:HGNC Symbol;Acc:HGNC:32469],0.2932506275561195,-1.6036630305083883,0.1203819972145394,0.6144056114144496,0.597,0.44,0.315,12.32
11,60785352,ENSG00000172689,MS4A10,membrane spanning 4-domains A10 [Source:HGNC Symbol;Acc:HGNC:13368],-0.2034464393514374,-0.6941844938566152,0.0075490265245018,0.4818207279971082,0.6559999999999999,0.546,0.481,8.82
17,35373620,ENSG00000172716,SLFN11,schlafen family member 11 [Source:HGNC Symbol;Acc:HGNC:26633],0.4462988580242758,0.965072824997316,0.1286195215830798,0.6753361459812542,0.516,0.469,0.386,1.48
14,67189439,ENSG00000172717,FAM71D,family with sequence similarity 71 member D [Source:HGNC Symbol;Acc:HGNC:20101],0.4863373098498824,-0.0679786792216748,0.4256109645012829,-0.4264082671087921,0.434,0.4529999999999999,0.3379999999999999,4.76
9,34691275,ENSG00000172724,CCL19,C-C motif chemokine ligand 19 [Source:HGNC Symbol;Acc:HGNC:10617],-0.4408502388846608,-1.9738158184026915,-1.1049735000287475,-1.3990192449152232,0.615,0.603,0.529,9.71
11,67443475,ENSG00000172725,CORO1B,coronin 1B [Source:HGNC Symbol;Acc:HGNC:2253],-0.0031257480736975,0.1290183835982091,-0.5183509099460187,-0.2473793296498538,0.7140000000000001,0.639,0.64,6.86
8,33473116,ENSG00000172728,FUT10,fucosyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:19234],0.9724121186651236,0.106494370243553,0.8295802289764099,0.5963692195726529,0.597,0.467,0.416,2.79
10,70382623,ENSG00000172731,LRRC20,leucine rich repeat containing 20 [Source:HGNC Symbol;Acc:HGNC:23421],0.799111282588604,-1.196996385756627,0.7394950055740321,0.750371870674328,0.626,0.598,0.5670000000000001,7.3
11,65860432,ENSG00000172732,MUS81,MUS81 structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:29814],0.6054735375646435,0.2869856839538733,-0.540019378827138,-0.1640099383017761,0.679,0.629,0.442,9.77
8,31033305,ENSG00000172733,PURG,purine rich element binding protein G [Source:HGNC Symbol;Acc:HGNC:17930],1.2145452027934294,-0.3281977258662852,-3.274060075925596,0.2598344328734546,0.759,0.522,0.324,0.96
6,37258138,ENSG00000172738,TMEM217,transmembrane protein 217 [Source:HGNC Symbol;Acc:HGNC:21238],-0.7625491092977542,-0.8944194864443813,0.4922187929324448,0.2116436455404551,0.6,0.4539999999999999,0.474,2.92
11,59511539,ENSG00000172742,OR4D9,olfactory receptor family 4 subfamily D member 9 [Source:HGNC Symbol;Acc:HGNC:15178],0.5707651277587533,-0.4638481604243583,-0.6162866073425154,1.107731286310324,0.3979999999999999,0.48,0.436,1.06
8,232455,ENSG00000172748,ZNF596,zinc finger protein 596 [Source:HGNC Symbol;Acc:HGNC:27268],0.6400191325692985,0.1747752363004601,-0.0435971847389569,0.3027792068688575,0.6459999999999999,0.4,0.347,3.32
3,130345673,ENSG00000172752,COL6A5,collagen type VI alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:26674],0.8195511706755034,2.405161708448996,0.9442135363890014,0.2513572983063208,0.585,0.442,0.359,5.12
11,65858179,ENSG00000172757,CFL1,cofilin 1 [Source:HGNC Symbol;Acc:HGNC:1874],-0.6314166494199595,-1.0561125908403226,-0.3763001764602854,-0.8737454196241139,0.667,0.5539999999999999,0.726,6.58
3,129893710,ENSG00000172765,TMCC1,transmembrane and coiled-coil domain family 1 [Source:HGNC Symbol;Acc:HGNC:29116],0.5874490011514815,0.5277307580435988,1.1748969044599118,0.9705557867791348,0.3779999999999999,0.516,0.401,2.05
13,41311266,ENSG00000172766,NAA16,"N(alpha)-acetyltransferase 16, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:26164]",0.5593871055098951,0.8997100127613038,0.6326014303095134,0.4932219946175536,0.691,0.371,0.362,7.78
11,58406874,ENSG00000172769,OR5B3,olfactory receptor family 5 subfamily B member 3 [Source:HGNC Symbol;Acc:HGNC:8324],-0.1777037810886849,-0.4638481604243583,-0.5745525531375932,-4.315968592048518,0.45,0.424,1.0,1.06
3,129428619,ENSG00000172771,EFCAB12,EF-hand calcium binding domain 12 [Source:HGNC Symbol;Acc:HGNC:28061],0.1328617985391995,0.3437691221448038,0.2615249990333559,-0.3417826834599594,0.589,0.562,0.5329999999999999,5.27
11,58268260,ENSG00000172772,OR10W1,olfactory receptor family 10 subfamily W member 1 [Source:HGNC Symbol;Acc:HGNC:15139],0.6931106814335766,-0.5033262513095894,-3.274060075925596,-0.645738508547522,0.3779999999999999,0.526,0.362,1.09
