ENSID,chrom,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10,fold_11,fold_12,fold_enformer,Gene name
ENSG00000178568,2,test,valid,train,train,train,train,train,train,train,train,train,valid,valid,ERBB4
ENSG00000178573,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,MAF
ENSG00000178585,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,CTNNBIP1
ENSG00000178586,2,test,valid,train,train,train,train,train,train,train,train,train,valid,train,OR6B3
ENSG00000178591,20,train,train,train,train,train,train,train,train,test,valid,train,train,valid,DEFB125
ENSG00000178597,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,PSAPL1
ENSG00000178602,2,test,valid,train,train,train,train,train,train,train,train,train,valid,valid,OTOS
ENSG00000178605,X,train,train,train,train,train,train,train,train,train,train,test,train,train,GTPBP6
ENSG00000178607,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,ERN1
ENSG00000178623,2,test,valid,train,train,train,train,train,train,train,train,train,valid,valid,GPR35
ENSG00000178645,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,C10orf53
ENSG00000178662,2,test,valid,train,train,train,train,train,train,train,train,train,valid,train,CSRNP3
ENSG00000178665,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,ZNF713
ENSG00000178685,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,PARP10
ENSG00000178690,18,train,train,train,train,train,train,test,valid,train,train,train,train,train,DYNAP
ENSG00000178691,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,SUZ12
ENSG00000178694,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,NSUN3
ENSG00000178695,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,KCTD12
ENSG00000178700,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,DHFR2
ENSG00000178718,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,RPP25
ENSG00000178719,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,GRINA
ENSG00000178726,20,train,train,train,train,train,train,train,train,test,valid,train,train,train,THBD
ENSG00000178732,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,GP5
ENSG00000178734,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,LMO7DN
ENSG00000178741,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,COX5A
ENSG00000178750,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,STX19
ENSG00000178752,2,test,valid,train,train,train,train,train,train,train,train,train,valid,valid,ERFE
ENSG00000178761,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,FAM219B
ENSG00000178764,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,ZHX2
ENSG00000178772,3,train,test,valid,train,train,train,train,train,train,train,valid,train,test,CPN2
ENSG00000178773,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,CPNE7
ENSG00000178776,5,train,train,train,test,valid,train,train,train,train,train,train,train,train,C5orf46
ENSG00000178789,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,CD300LB
ENSG00000178795,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,GDPD4
ENSG00000178796,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,RIIAD1
ENSG00000178802,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,MPI
ENSG00000178804,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,H1FOO
ENSG00000178809,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,TRIM73
ENSG00000178821,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,TMEM52
ENSG00000178826,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,TMEM139
ENSG00000178828,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,RNF186
ENSG00000178852,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,EFCAB13
ENSG00000178860,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,MSC
ENSG00000178878,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,APOLD1
ENSG00000178882,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,RFLNA
ENSG00000178896,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,EXOSC4
ENSG00000178904,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,DPY19L3
ENSG00000178913,5,train,train,train,test,valid,train,train,train,train,train,train,train,train,TAF7
ENSG00000178917,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,ZNF852
ENSG00000178919,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,FOXE1
ENSG00000178921,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,PFAS
ENSG00000178922,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,HYI
ENSG00000178927,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,C17orf62
ENSG00000178928,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,TPRX1
ENSG00000178934,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,LGALS7B
ENSG00000178935,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,ZNF552
ENSG00000178950,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,GAK
ENSG00000178951,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,ZBTB7A
ENSG00000178952,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,TUFM
ENSG00000178965,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,ERICH3
ENSG00000178966,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,RMI1
ENSG00000178971,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,CTC1
ENSG00000178974,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,FBXO34
ENSG00000178980,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,SELENOW
ENSG00000178982,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,EIF3K
ENSG00000178988,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,MRFAP1L1
ENSG00000178996,5,train,train,train,test,valid,train,train,train,train,train,train,train,train,SNX18
ENSG00000178997,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,EXD1
ENSG00000178999,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,AURKB
ENSG00000179002,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,TAS1R2
ENSG00000179008,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,C14orf39
ENSG00000179010,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,MRFAP1
ENSG00000179021,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,C3orf38
ENSG00000179023,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,KLHDC7A
ENSG00000179029,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,TMEM107
ENSG00000179041,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,RRS1
ENSG00000179044,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,EXOC3L1
ENSG00000179046,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,TRIML2
ENSG00000179051,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,RCC2
ENSG00000179055,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,OR13D1
ENSG00000179057,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,IGSF22
ENSG00000179058,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,C9orf50
ENSG00000179059,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,ZFP42
ENSG00000179071,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,CCDC89
ENSG00000179083,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,FAM133A
ENSG00000179085,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,DPM3
ENSG00000179088,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,C12orf42
ENSG00000179091,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,CYC1
ENSG00000179094,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,PER1
ENSG00000179097,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,HTR1F
ENSG00000179104,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,TMTC2
ENSG00000179111,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,HES7
ENSG00000179115,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,FARSA
ENSG00000179119,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,SPTY2D1
ENSG00000179133,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,C10orf67
ENSG00000179134,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,SAMD4B
ENSG00000179142,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,CYP11B2
ENSG00000179144,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,GIMAP7
ENSG00000179148,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,ALOXE3
ENSG00000179151,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,EDC3
ENSG00000179152,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,TCAIM
ENSG00000179163,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,FUCA1
ENSG00000179165,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,PXT1
ENSG00000179168,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,GGN
ENSG00000179172,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,HNRNPCL1
ENSG00000179178,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,TMEM125
ENSG00000179195,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,ZNF664
ENSG00000179213,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,SIGLECL1
ENSG00000179218,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,CALR
ENSG00000179222,X,train,train,train,train,train,train,train,train,train,train,test,train,test,MAGED1
ENSG00000179240,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,RP11-111M22.2
ENSG00000179241,11,valid,train,train,train,train,train,train,train,train,test,train,train,test,LDLRAD3
ENSG00000179242,20,train,train,train,train,train,train,train,train,test,valid,train,train,valid,CDH4
ENSG00000179256,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,SMCO3
ENSG00000179262,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,RAD23A
ENSG00000179270,2,test,valid,train,train,train,train,train,train,train,train,train,valid,train,C2orf71
ENSG00000179271,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,GADD45GIP1
ENSG00000179284,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,DAND5
ENSG00000179292,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,TMEM151A
ENSG00000179295,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,PTPN11
ENSG00000179299,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,NSUN7
ENSG00000179300,X,train,train,train,train,train,train,train,train,train,train,test,train,train,ZCCHC5
ENSG00000179304,X,train,train,train,train,train,train,train,train,train,train,test,train,train,FAM156B
ENSG00000179314,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,WSCD1
ENSG00000179331,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,RAB39A
ENSG00000179335,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,CLK3
ENSG00000179344,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,HLA-DQB1
ENSG00000179348,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,GATA2
ENSG00000179361,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,ARID3B
ENSG00000179363,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,TMEM31
ENSG00000179364,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,PACS2
ENSG00000179387,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,ELMOD2
ENSG00000179388,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,EGR3
ENSG00000179397,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,C1orf101
ENSG00000179399,13,train,test,valid,train,train,train,train,train,train,train,train,train,valid,GPC5
ENSG00000179403,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,VWA1
ENSG00000179407,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,DNAJB8
ENSG00000179409,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,GEMIN4
ENSG00000179431,11,valid,train,train,train,train,train,train,train,train,test,train,train,test,FJX1
ENSG00000179454,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,KLHL28
ENSG00000179455,15,train,train,train,test,valid,train,train,train,train,train,train,train,test,MKRN3
ENSG00000179456,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,ZBTB18
ENSG00000179468,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,OR9A2
ENSG00000179476,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,C14orf28
ENSG00000179477,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,ALOX12B
ENSG00000179520,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,SLC17A8
ENSG00000179526,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,SHARPIN
ENSG00000179528,2,test,valid,train,train,train,train,train,train,train,train,train,valid,train,LBX2
ENSG00000179532,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,DNHD1
ENSG00000179542,X,train,train,train,train,train,train,train,train,train,train,test,train,train,SLITRK4
ENSG00000179546,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,HTR1D
ENSG00000179562,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,GCC1
ENSG00000179564,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,LSMEM2
ENSG00000179580,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,RNF151
ENSG00000179583,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,CIITA
ENSG00000179588,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,ZFPM1
ENSG00000179593,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,ALOX15B
ENSG00000179598,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,PLD6
ENSG00000179603,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,GRM8
ENSG00000179604,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,CDC42EP4
ENSG00000179615,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,OR2AP1
ENSG00000179626,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,OR6C4
ENSG00000179627,14,train,train,test,valid,train,train,train,train,train,train,train,train,train,ZBTB42
ENSG00000179630,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,LACC1
ENSG00000179632,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,MAF1
ENSG00000179636,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,TPPP2
ENSG00000179639,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,FCER1A
ENSG00000179673,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,RPRML
ENSG00000179674,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,ARL14
ENSG00000179695,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,OR6C2
ENSG00000179698,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,WDR97
ENSG00000179709,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,NLRP8
ENSG00000179715,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,PCED1B
ENSG00000179750,22,train,train,train,train,train,train,train,train,train,train,test,valid,train,APOBEC3B
ENSG00000179751,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,SYCN
ENSG00000179761,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,PIPOX
ENSG00000179772,20,train,train,train,train,train,train,train,train,test,valid,train,train,valid,FOXS1
ENSG00000179774,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,ATOH7
ENSG00000179776,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,CDH5
ENSG00000179796,3,train,test,valid,train,train,train,train,train,train,train,valid,train,valid,LRRC3B
ENSG00000179813,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,FAM216B
ENSG00000179817,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,MRGPRX4
ENSG00000179820,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,MYADM
ENSG00000179826,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,MRGPRX3
ENSG00000179832,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,MROH1
ENSG00000179833,2,test,valid,train,train,train,train,train,train,train,train,train,valid,train,SERTAD2
ENSG00000179841,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,AKAP5
ENSG00000179846,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,NKPD1
ENSG00000179855,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,GIPC3
ENSG00000179862,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,CITED4
ENSG00000179869,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,ABCA13
ENSG00000179873,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,NLRP11
ENSG00000179886,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,TIGD5
ENSG00000179889,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,PDXDC1
ENSG00000179902,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,C1orf194
ENSG00000179909,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,ZNF154
ENSG00000179912,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,R3HDM2
ENSG00000179913,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,B3GNT3
ENSG00000179914,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,ITLN1
ENSG00000179915,2,test,valid,train,train,train,train,train,train,train,train,train,valid,train,NRXN1
ENSG00000179918,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,SEPHS2
ENSG00000179919,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,OR10A7
ENSG00000179921,2,test,valid,train,train,train,train,train,train,train,train,train,valid,valid,GPBAR1
ENSG00000179922,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,ZNF784
ENSG00000179930,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,ZNF648
ENSG00000179933,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,C14orf119
ENSG00000179934,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,CCR8
ENSG00000179938,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,GOLGA8J
ENSG00000179941,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,BBS10
ENSG00000179943,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,FIZ1
ENSG00000179950,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,PUF60
ENSG00000179954,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,SSC5D
ENSG00000179958,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,DCTPP1
ENSG00000179965,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,ZNF771
ENSG00000179981,18,train,train,train,train,train,train,test,valid,train,train,train,train,train,TSHZ1
ENSG00000179988,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,PSTK
ENSG00000180008,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,SOCS4
ENSG00000180011,18,train,train,train,train,train,train,test,valid,train,train,train,train,train,ZADH2
ENSG00000180016,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,OR1E1
ENSG00000180035,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,ZNF48
ENSG00000180043,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,FAM71E2
ENSG00000180044,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,C3orf80
ENSG00000180053,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,NKX2-6
ENSG00000180061,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,TMEM150B
ENSG00000180071,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,ANKRD18A
ENSG00000180083,20,train,train,train,train,train,train,train,train,test,valid,train,train,train,WFDC11
ENSG00000180089,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,TMEM86B
ENSG00000180090,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,OR3A1
ENSG00000180096,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,SEPT1
ENSG00000180098,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,TRNAU1AP
ENSG00000180104,5,train,train,train,test,valid,train,train,train,train,train,train,train,train,EXOC3
ENSG00000180113,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,TDRD6
ENSG00000180116,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,C12orf40
ENSG00000180138,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,CSNK1A1L
ENSG00000180155,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,LYNX1
ENSG00000180176,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,TH
ENSG00000180182,X,train,train,train,train,train,train,train,train,train,train,test,train,test,MED14
ENSG00000180185,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,FAHD1
ENSG00000180190,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,TDRP
ENSG00000180198,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,RCC1
ENSG00000180205,20,train,train,train,train,train,train,train,train,test,valid,train,train,valid,WFDC9
ENSG00000180209,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,MYLPF
ENSG00000180210,11,valid,train,train,train,train,train,train,train,train,test,train,train,test,F2
ENSG00000180219,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,FAM71C
ENSG00000180228,2,test,valid,train,train,train,train,train,train,train,train,train,valid,train,PRKRA
ENSG00000180233,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,ZNRF2
ENSG00000180245,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,RRH
ENSG00000180251,2,test,valid,train,train,train,train,train,train,train,train,train,valid,train,SLC9A4
ENSG00000180257,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,ZNF816
ENSG00000180259,20,train,train,train,train,train,train,train,train,test,valid,train,train,train,PRNT
ENSG00000180263,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,FGD6
ENSG00000180264,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,ADGRD2
ENSG00000180269,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,GPR139
ENSG00000180287,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,PLD5
ENSG00000180305,20,train,train,train,train,train,train,train,train,test,valid,train,train,valid,WFDC10A
ENSG00000180316,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,PNPLA1
ENSG00000180318,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,ALX1
ENSG00000180329,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,CCDC43
ENSG00000180332,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,KCTD4
ENSG00000180336,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,MEIOC
ENSG00000180340,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,FZD2
ENSG00000180346,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,TIGD2
ENSG00000180347,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,CCDC129
ENSG00000180353,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,HCLS1
ENSG00000180354,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,MTURN
ENSG00000180357,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,ZNF609
ENSG00000180370,3,train,test,valid,train,train,train,train,train,train,train,valid,train,test,PAK2
ENSG00000180376,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,CCDC66
ENSG00000180383,20,train,train,train,train,train,train,train,train,test,valid,train,train,train,DEFB124
ENSG00000180386,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,KRTAP9-7
ENSG00000180389,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,ATP5EP2
ENSG00000180398,2,test,valid,train,train,train,train,train,train,train,train,train,valid,train,MCFD2
ENSG00000180423,11,valid,train,train,train,train,train,train,train,train,test,train,train,test,HARBI1
ENSG00000180424,20,train,train,train,train,train,train,train,train,test,valid,train,train,valid,DEFB123
ENSG00000180425,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,C11orf71
ENSG00000180432,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,CYP8B1
ENSG00000180433,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,OR6K6
ENSG00000180440,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,SERTM1
ENSG00000180447,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,GAS1
ENSG00000180448,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,ARHGAP45
ENSG00000180475,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,OR10Q1
ENSG00000180479,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,ZNF571
ENSG00000180481,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,GLIPR1L2
ENSG00000180483,20,train,train,train,train,train,train,train,train,test,valid,train,train,valid,DEFB119
ENSG00000180488,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,MIGA1
ENSG00000180509,21,train,train,train,train,train,train,train,train,train,test,valid,train,train,KCNE1
ENSG00000180525,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,PRR26
ENSG00000180530,21,train,train,train,train,train,train,train,train,train,test,valid,train,train,NRIP1
ENSG00000180532,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,ZSCAN4
ENSG00000180535,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,BHLHA15
ENSG00000180537,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,RNF182
ENSG00000180543,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,TSPYL5
ENSG00000180549,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,FUT7
ENSG00000180574,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,EIF2S3L
ENSG00000180592,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,SKIDA1
ENSG00000180611,3,train,test,valid,train,train,train,train,train,train,train,valid,train,test,MB21D2
ENSG00000180613,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,GSX2
ENSG00000180616,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,SSTR2
ENSG00000180626,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,ZNF594
ENSG00000180628,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,PCGF5
ENSG00000180638,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,SLC47A2
ENSG00000180644,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,PRF1
ENSG00000180658,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,OR2A4
ENSG00000180660,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,MAB21L1
ENSG00000180667,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,YOD1
ENSG00000180694,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,TMEM64
ENSG00000180697,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,C3orf22
ENSG00000180708,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,OR10K2
ENSG00000180720,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,CHRM4
ENSG00000180730,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,SHISA2
ENSG00000180739,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,S1PR5
ENSG00000180745,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,CLRN3
ENSG00000180758,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,GPR157
ENSG00000180767,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,CHST13
ENSG00000180772,X,train,train,train,train,train,train,train,train,train,train,test,train,test,AGTR2
